,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
18402,Dacia,Dokker,2017,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
18403,Dacia,Logan,2009,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
18404,Dacia,Duster,2012,164999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,95500
18405,Dacia,Sandero,2010,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
18412,Dacia,Logan,2017,57499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,108000
18413,Dacia,Logan,2008,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68000
18414,Dacia,Duster,2016,2499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
18415,Dacia,Duster,2018,97499.5,Diesel,6,Automatique,5,Importée neuve,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,152000
18416,Dacia,Dokker,2019,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,118000
18417,Dacia,Sandero,2011,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,66000
18418,Dacia,Duster,2018,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153000
18419,Dacia,Duster,2018,92499.5,Diesel,6,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165000
18425,Dacia,Dokker,2019,77499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
18426,Dacia,Logan,2015,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
18427,Dacia,Dokker,2018,77499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,107000
18428,Dacia,Duster,2016,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,122000
18429,Dacia,Dokker,2015,174999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78000
18434,Dacia,Logan,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78000
18436,Dacia,Sandero,2017,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,112000
18437,Dacia,Dokker,2020,7499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,155000
18439,Dacia,Sandero,2011,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
18440,Dacia,Logan,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,89000
18441,Dacia,Logan,2018,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,110000
18443,Dacia,Dokker,2015,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,115000
18445,Dacia,Dokker,2019,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,130000
18446,Dacia,Duster,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,122000
18447,Dacia,Logan,2010,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67000
18448,Dacia,Sandero,2017,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,95000
18449,Dacia,Logan,2019,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
18451,Dacia,Duster,2015,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,130000
18453,Dacia,Sandero,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
18455,Dacia,Sandero,2012,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
18456,Dacia,Logan,2019,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102000
18458,Dacia,Dokker Van,2018,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,89000
18460,Dacia,Dokker,2018,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,119000
18461,Dacia,Logan,2017,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,97000
18463,Dacia,Lodgy,2019,57499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,132000
18464,Dacia,Lodgy,2019,57499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,130000
18465,Dacia,Dokker,2015,144999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,99600
18466,Dacia,Logan,2019,2499.5,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
18467,Dacia,Sandero,2016,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,105000
18470,Dacia,Dokker,2016,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
18474,Dacia,Logan,2017,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,92000
18477,Dacia,Logan,2020,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,110000
18480,Dacia,Duster,2017,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000
18481,Dacia,Dokker,2017,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,110000
18486,Dacia,Dokker,2021,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,123000
18487,Dacia,Logan,2020,67499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120000
18488,Dacia,Dokker,2017,7499.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95000
18489,Dacia,Logan,2020,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
18491,Dacia,Logan,2015,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,86000
18492,Dacia,Logan,2015,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,86000
18493,Dacia,Logan,2017,22499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Correct,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,87000
18494,Dacia,Logan,2017,134999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,94000
18496,Dacia,Sandero,2021,7499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90000
18497,Dacia,Logan,2015,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
18499,Dacia,Dokker,2016,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
18506,Dacia,Dokker,2020,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,128000
18507,Dacia,Logan,2019,82499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,85000
18508,Dacia,Duster,2015,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,110000
18509,Dacia,Logan,2015,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
18512,Dacia,Sandero,2010,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
18513,Dacia,Logan,2008,164999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,62000
18514,Dacia,Sandero,2016,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,82000
18515,Dacia,Dokker,2017,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,106000
18518,Dacia,Dokker,2019,144999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,104000
18521,Dacia,Logan,2014,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
18523,Dacia,Dokker,2017,37499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,116000
18524,Dacia,Sandero,2015,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83000
18525,Dacia,Duster,2012,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95000
18526,Dacia,Logan,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,97000
18527,Dacia,Logan,2011,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,81000
18528,Dacia,Dokker,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,98000
18530,Dacia,Logan,2008,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000
18532,Dacia,Logan,2009,154999.5,Essence,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,410000
18534,Dacia,Sandero,2011,144999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70000
18535,Dacia,Sandero,2012,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68000
18536,Dacia,Logan,2013,7499.5,Diesel,6,Manuelle,5,Importée neuve,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000
18537,Fiat,500X,2020,37499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,200000
18538,Fiat,FIORINO,2017,62499.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95000
18539,Fiat,Punto,2010,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
18540,Fiat,Punto,2012,7499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65000
18541,Fiat,Panda,2018,82499.5,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78000
18544,Fiat,500L,2013,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
18545,Fiat,126,2014,2499.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
18547,Fiat,500L,2016,87499.5,Diesel,6,Automatique,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,135000
18548,Fiat,BURSTNER,2016,17499.5,Diesel,5,Manuelle,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95000
18549,Fiat,Palio,1999,224999.5,Essence,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,370000
18550,Fiat,500,2014,82499.5,Essence,7,Manuelle,3,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
18552,Fiat,Doblo,2013,274999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000
18553,Fiat,Doblo,2020,47499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
18556,Fiat,500L,2016,82499.5,Diesel,6,Automatique,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,130000
18558,Fiat,Linea,2008,134999.5,Essence,8,Manuelle,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000
18559,Fiat,500,2014,104999.5,Essence,6,Manuelle,3,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,70000
18562,Fiat,500,2017,52499.5,Essence,7,Manuelle,3,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
18564,Fiat,Punto,2014,164999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
18568,Fiat,TIPO,2021,22499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
18569,Fiat,Doblo,2013,164999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78000
18570,Fiat,FREEMONT,2013,224999.5,Diesel,9,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,123000
18575,Fiat,Doblo,2015,124999.5,Diesel,5,Manuelle,3,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000
18577,Fiat,TIPO,2019,42499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116000
18578,Fiat,FREEMONT,2013,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,120000
18579,Fiat,TIPO,2018,62499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,107000
18580,Fiat,Doblo,2015,184999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,70000
18581,Fiat,Doblo,2015,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,70000
18582,Fiat,FREEMONT,2014,2499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,98000
18584,Fiat,GRANDE PUNTO,2015,124999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75000
18585,Fiat,500,2019,52499.5,Essence,7,Automatique,3,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128000
18590,Fiat,TIPO,2021,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,155000
18591,Fiat,FREEMONT,2013,124999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,129000
18592,Fiat,TIPO,2021,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,155000
18594,Fiat,Bravo,2011,174999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78000
18595,Fiat,Punto,2014,134999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,76000
18596,Fiat,500,2008,134999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,73000
18597,Fiat,Doblo,2015,124999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105000
18598,Fiat,500L,2016,97499.5,Diesel,6,Automatique,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
18601,Fiat,Doblo,2014,164999.5,Diesel,5,Manuelle,3,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,85000
18602,Fiat,Punto,2016,7499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
18605,Fiat,Doblo,2018,144999.5,Diesel,5,Manuelle,3,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,82000
18606,Fiat,Doblo,2015,22499.5,Diesel,6,Manuelle,5,Dédouanée,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000
18609,Fiat,Doblo,2005,424999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60000
18610,Fiat,Panda,2017,114999.5,Essence,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
18613,Fiat,Doblo,2014,134999.5,Diesel,5,Manuelle,3,Importée neuve,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70400
18615,Fiat,Scudo,2010,144999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
18616,Fiat,Panda,2018,92499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
18617,Fiat,Doblo,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
18618,Fiat,Punto,2009,224999.5,Essence,7,Manuelle,5,Importée neuve,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,62000
18620,Fiat,Doblo,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,80000
18621,Fiat,Scudo,2010,144999.5,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
18623,Fiat,Doblo,2014,194999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000
18625,Fiat,Doblo,2011,17499.5,Diesel,5,Manuelle,5,Importée neuve,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,69000
18627,Fiat,FIORINO,2017,72499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,913000
18630,Fiat,Doblo,2018,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
18631,Fiat,TIPO,2018,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
18632,Fiat,FIORINO,2019,42499.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105000
18633,Fiat,GRANDE PUNTO,2014,134999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74000
18634,Fiat,Punto,2013,104999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,83000
18635,Fiat,Doblo,2015,144999.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
18637,Fiat,500,2014,164999.5,Diesel,5,Manuelle,3,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,95000
18638,Fiat,Punto,2007,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000
18640,Fiat,TIPO,2018,32499.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,105000
18641,Fiat,Punto,2012,124999.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,64000
18642,Fiat,Punto,2009,194999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,67000
18643,Fiat,Punto,2016,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83000
18645,Fiat,Doblo,2017,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80000
18646,Fiat,Doblo,2012,7499.5,Diesel,5,Manuelle,3,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,77000
18653,Fiat,Punto,2015,154999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83000
18654,Fiat,Punto,2015,134999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74000
18656,Fiat,Doblo,2015,22499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,89000
18657,Fiat,Pinto,2015,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
18658,Fiat,Punto,2015,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
18660,Fiat,Doblo,2015,274999.5,Diesel,5,Manuelle,3,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
18661,Fiat,TIPO,2018,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
18662,Fiat,Doblo,2016,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85000
18664,Fiat,Punto,2017,72499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
18665,Fiat,Doblo,2014,164999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000
18669,Fiat,Doblo,2021,12499.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
18670,Fiat,500,2010,92499.5,Diesel,5,Manuelle,3,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,95000
18671,Fiat,Doblo,2015,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,72000
